account_id,customer_name,age,occupation,monthly_income,income_band,province,account_open_date,bot_confirmed_mule,bot_flagged_date,connected_component_id,community_id,pagerank_score,triangle_count,two_hop_ratio,device_pattern_cluster,behavior_profile,total_inflow_thb,total_outflow_thb,unique_senders,unique_receivers,avg_hold_time_hours,risk_score
A-1496,ชาญวิทย์ วงศ์สกุล,45,engineer,45000.00,30-60K,Phuket,2020-08-11,f,,0,0,0.560096,23,0.0278,326417514499,steady,1550825.48,101819.03,19,11,591.41,0.2025
A-1497,อนุชา ประเสริฐศรี,62,engineer,25000.00,15-30K,Chiang Rai,2024-11-15,f,,0,0,0.469729,8,0.175,541165879299,steady,115915.13,84417.02,16,13,633.08,0.2292
A-1498,กิตติพงศ์ แซ่ตั้ง,42,office_worker,35000.00,30-60K,Nakhon Ratchasima,2024-07-30,f,,0,0,0.693808,32,0.0982,1374389534723,steady,547776.02,98828.74,22,13,933.96,0.2579
A-1499,จุฑามาศ แก้วมณี,53,driver,80000.00,60K+,Bangkok,2024-05-17,f,,0,0,0.533403,26,0.0213,987842478083,steady,494966.58,138337.57,17,20,738.86,0.1899
A-1500,อัจฉรา ประเสริฐศรี,65,lawyer,45000.00,30-60K,Phuket,2022-01-23,f,,0,0,0.449468,14,0.0446,627065225218,steady,556405.61,100180.81,15,13,932.04,0.1705
A-1501,สราวุธ พิทักษ์,57,student,20000.00,15-30K,Surat Thani,2024-11-26,f,,0,0,0.506664,26,0.0202,841813590018,steady,793784.50,181660.48,16,20,703.24,0.2011
A-1502,กัญญา แสงจันทร์,42,accountant,100000.00,60K+,Chonburi,2019-03-09,f,,0,0,0.639313,22,0.0599,120259084291,steady,709285.69,100820.78,22,12,769.01,0.2356
A-1503,อนุชา แซ่ตั้ง,52,student,45000.00,30-60K,Chiang Rai,2021-06-25,f,,0,0,0.542261,9,0.1314,1580547964929,steady,116533.68,113486.28,16,15,636.28,0.2129
A-1504,มาลี มงคลชัย,46,driver,20000.00,15-30K,Chiang Rai,2024-07-05,f,,0,17179869188,0.59123,35,0.0473,1417339207680,steady,692629.31,116607.86,26,15,733.93,0.2577
A-1505,ปิยะดา รัตนกุล,21,engineer,15000.00,15-30K,Nonthaburi,2020-07-17,f,,0,0,0.376095,16,0.0242,1142461300740,steady,732337.42,190739.48,13,23,763.78,0.1648
A-1506,จันทร์เพ็ญ ศรีวิชัย,23,teacher,45000.00,30-60K,Chiang Rai,2021-02-16,f,,0,0,0.384745,19,0.0416,1580547964930,steady,595833.39,89880.86,14,12,789.82,0.1546
A-1507,ปิยะดา พิทักษ์,25,engineer,100000.00,60K+,Rayong,2024-05-24,f,,0,0,0.458471,13,0.0323,1168231104513,steady,1968540.66,95182.34,20,11,782.92,0.1846
A-1508,สุทธิพงศ์ วัฒนา,70,civil_servant,25000.00,15-30K,Lampang,2024-11-02,f,,0,0,0.608798,29,0.0149,833223655428,steady,879463.11,79209.69,17,16,685.16,0.2239
A-1509,ธนกฤต รุ่งเรือง,34,chef,80000.00,60K+,Rayong,2020-08-04,f,,0,0,0.530973,4,0.1508,1468878815233,steady,154451.14,95898.46,17,10,680.2,0.2177
A-1510,พัชรี แก้วมณี,58,merchant,25000.00,15-30K,Lampang,2024-06-12,f,,0,0,0.614532,22,0.2255,8589934595,steady,156953.48,124268.99,22,15,661.52,0.292
A-1511,จุฑามาศ คำแก้ว,50,student,25000.00,15-30K,Surat Thani,2025-02-26,f,,0,17179869188,0.430809,4,0.1943,1116691496963,steady,97383.95,65735.69,13,9,452.25,0.2161
A-1512,มาลี แซ่ลิ้ม,22,retired,80000.00,60K+,Songkhla,2021-09-06,f,,0,17179869188,0.524577,19,0.0129,798863917058,steady,2286637.63,132043.75,16,16,712.23,0.1816
A-1513,วิภาวดี กิจเจริญ,28,nurse,100000.00,60K+,Chiang Rai,2021-09-19,f,,0,0,0.597739,31,0.0345,1597727834116,steady,561484.93,103080.80,20,15,1021.54,0.2163
A-1514,วันดี สุขสวัสดิ์,32,office_worker,15000.00,15-30K,Phuket,2025-08-04,f,,0,0,0.421622,30,0.0217,1640677507074,steady,679576.99,173782.02,15,21,689.52,0.1821
A-1515,นพดล สมบูรณ์,46,driver,20000.00,15-30K,Khon Kaen,2020-11-04,f,,0,17179869188,0.421705,8,0,137438953475,steady,113382.77,93755.29,13,11,840.23,0.1664
A-1516,ธนวัฒน์ นาคสุข,59,nurse,80000.00,60K+,Udon Thani,2021-05-24,f,,0,0,0.517279,22,0.0126,1039382085637,steady,1014370.16,106472.12,17,15,830.95,0.1837
A-1517,อัจฉรา ลิ้มประเสริฐ,55,lawyer,100000.00,60K+,Samut Prakan,2021-12-15,f,,0,0,0.317258,24,0.1556,292057776129,steady,218766.93,209551.10,11,25,773.08,0.1611
A-1518,ปิยะดา เจริญผล,62,merchant,35000.00,30-60K,Nakhon Ratchasima,2024-02-13,f,,0,0,0.360744,18,0.0293,532575944708,steady,513183.75,151416.71,14,15,871.61,0.1465
A-1519,รัฐพล สุขสวัสดิ์,55,civil_servant,15000.00,15-30K,Samut Prakan,2020-11-29,f,,0,0,0.584635,30,0.1367,214748364804,steady,457616.66,128856.81,17,17,840.52,0.2497
A-1520,ภูมิพัฒน์ แซ่ตั้ง,50,civil_servant,80000.00,60K+,Chiang Mai,2020-02-06,f,,0,0,0.337682,4,0,1494648619010,steady,73687.29,41567.77,11,6,587.98,0.1226
A-1521,อรทัย ประเสริฐศรี,45,civil_servant,45000.00,30-60K,Nonthaburi,2019-10-03,f,,0,17179869188,0.357879,4,0.2673,773094113284,steady,61256.96,103662.54,10,12,774.72,0.1904
A-1522,อภิสิทธิ์ ตันติกุล,20,engineer,45000.00,30-60K,Surat Thani,2021-04-17,f,,0,0,0.659101,23,0.057,858993459202,steady,326603.56,151313.02,17,13,829.9,0.2234
A-1523,ปิยะดา วงศ์สกุล,63,office_worker,60000.00,60K+,Khon Kaen,2021-10-16,f,,0,0,0.37277,31,0.0186,1589137899521,steady,1610827.12,195849.85,14,22,666.65,0.1486
A-1524,สมชาย ศรีสุข,62,chef,80000.00,60K+,Lampang,2025-09-06,f,,0,0,0.700143,16,0.0755,77309411329,steady,188154.20,104580.58,20,16,760.42,0.2443
A-1525,ณัฐธิดา พิทักษ์,66,lawyer,60000.00,60K+,Chiang Rai,2023-01-03,f,,0,0,0.709829,18,0,1142461300741,steady,201172.03,88736.87,22,12,613.18,0.234
A-1526,ชาญวิทย์ เจริญผล,45,civil_servant,15000.00,15-30K,Surat Thani,2022-01-14,f,,0,0,0.723266,19,0.0777,1580547964931,steady,398944.12,129404.48,19,14,871.62,0.2669
A-1527,อัจฉรา สมบูรณ์,41,merchant,45000.00,30-60K,Pathum Thani,2025-02-21,f,,0,0,0.469514,23,0.0262,94489280513,steady,555024.77,164840.59,15,17,635.07,0.1715
A-1528,รัตนา ใจดี,56,accountant,35000.00,30-60K,Lampang,2022-12-02,f,,0,0,0.503727,26,0.0232,1228360646660,steady,887333.14,155435.61,17,19,642.59,0.1844
A-1529,พิมพ์ชนก พิทักษ์,27,nurse,20000.00,15-30K,Samut Prakan,2023-05-27,f,,0,0,0.339894,12,0,206158430208,steady,755443.10,190697.19,14,24,747.28,0.1539
A-1530,วิชัย จงรักษ์,42,lawyer,15000.00,15-30K,Nonthaburi,2022-01-23,f,,0,0,0.606803,24,0.0672,867583393792,steady,859773.65,129419.84,24,17,659.97,0.2575
A-1531,วีรยุทธ ชูศรี,55,teacher,100000.00,60K+,Khon Kaen,2022-08-18,f,,0,0,0.535921,18,0.0613,1047972020224,steady,818656.67,134222.39,19,16,655.63,0.2052
A-1532,พรรณี สมบูรณ์,51,retired,35000.00,30-60K,Nakhon Ratchasima,2021-09-28,f,,0,0,0.553327,13,0.2478,1511828488196,steady,106117.03,132836.43,14,18,705.3,0.2387
A-1533,นภาพร วงศ์สกุล,35,civil_servant,60000.00,60K+,Nonthaburi,2020-11-09,f,,0,0,0.490902,25,0,1382979469315,steady,893525.99,106441.11,16,14,681.46,0.1727
A-1534,พีรพัฒน์ ภูวนาท,68,lawyer,15000.00,15-30K,Lampang,2024-07-08,f,,0,0,0.54663,12,0.0319,592705486850,steady,574179.37,71130.21,18,10,548.13,0.2157
A-1535,นพดล รัตนกุล,31,lawyer,45000.00,30-60K,Bangkok,2023-07-28,f,,0,0,0.425399,7,0.3088,463856467969,steady,90051.19,113923.78,11,14,328.49,0.2179
A-1536,ชุติมา ประเสริฐศรี,54,office_worker,60000.00,60K+,Udon Thani,2023-07-11,f,,0,0,0.485329,14,0.0616,420906795010,steady,111642.27,118845.87,15,19,647.82,0.1819
A-1537,จันทร์เพ็ญ อินทร์แก้ว,40,retired,15000.00,15-30K,Chiang Mai,2019-03-30,f,,0,0,0.585048,7,0.1982,1623497637889,steady,143134.86,56797.32,16,8,664.92,0.2578
A-1538,กิตติพงศ์ สว่างวงศ์,59,nurse,25000.00,15-30K,Chiang Rai,2025-04-05,f,,0,0,0.540658,21,0.2138,738734374917,steady,143892.41,154680.09,17,18,666.19,0.2585
A-1539,อัครพล แซ่ตั้ง,31,accountant,80000.00,60K+,Songkhla,2021-06-21,f,,0,0,0.376219,23,0.0713,773094113285,steady,111842.46,140936.71,15,21,521.22,0.1641
A-1540,อรทัย เจริญผล,48,teacher,25000.00,15-30K,Pathum Thani,2025-07-26,f,,0,17179869188,0.51668,31,0.0145,1365799600129,steady,397828.82,153668.43,17,22,801.43,0.2057
A-1541,สุทธิพงศ์ สิทธิชัย,55,chef,80000.00,60K+,Udon Thani,2021-04-23,f,,0,0,0.500565,19,0.0252,1494648619011,steady,595938.54,124200.43,15,15,811.92,0.1767
A-1542,อรุณี ภูวนาท,46,accountant,25000.00,15-30K,Khon Kaen,2024-11-27,f,,0,0,0.344,23,0.0218,1322849927169,steady,1008760.67,97751.47,14,11,773.12,0.1622
A-1543,กิตติพงศ์ สว่างวงศ์,45,merchant,25000.00,15-30K,Rayong,2019-10-13,f,,0,0,0.593344,12,0.1018,1546188226562,steady,159845.44,81531.91,18,10,576.17,0.2426
A-1544,เกียรติศักดิ์ สมบูรณ์,67,driver,45000.00,30-60K,Songkhla,2023-02-27,f,,0,0,0.538565,33,0.0347,352187318276,steady,1088540.82,122768.89,17,18,695.25,0.1955
A-1545,ลัดดา พลอยแก้ว,27,driver,35000.00,30-60K,Chonburi,2025-07-30,f,,0,17179869188,0.399674,9,0,678604832772,steady,842941.85,92942.53,14,11,492.2,0.1453
A-1546,จันทร์เพ็ญ เทพพิทักษ์,40,student,100000.00,60K+,Khon Kaen,2024-02-14,f,,0,0,0.72851,15,0.0085,1099511627778,steady,621483.99,50924.82,25,11,688.16,0.2487
A-1547,อัจฉรา จงรักษ์,30,student,60000.00,60K+,Rayong,2023-11-03,f,,0,0,0.717142,15,0.2672,979252543491,steady,163926.35,109282.58,20,11,669.81,0.2955
A-1548,ณัฐพล ศักดิ์สิทธิ์,30,driver,35000.00,30-60K,Chiang Rai,2022-08-17,f,,0,0,0.424443,21,0.0052,42949672962,steady,396394.73,108243.02,16,15,809.12,0.16
A-1549,ปรัชญา ทองดี,48,driver,100000.00,60K+,Chonburi,2023-10-02,f,,0,0,0.458664,21,0.0725,412316860417,steady,598118.96,77929.79,13,14,583.55,0.1743
A-1550,ประเสริฐ เจริญผล,67,retired,20000.00,15-30K,Chiang Mai,2021-06-21,f,,0,0,0.639227,25,0.0964,1511828488197,steady,389571.04,105463.15,21,16,685.93,0.2621
A-1551,สมศักดิ์ วงศ์สกุล,21,chef,20000.00,15-30K,Nonthaburi,2020-04-10,f,,0,0,0.420458,12,0.1813,1185410973698,steady,79834.46,124101.43,11,16,752.64,0.206
A-1552,กัญญา รุ่งเรือง,34,engineer,45000.00,30-60K,Rayong,2024-01-30,f,,0,0,0.398183,18,0.5966,1090921693186,steady,76612.49,159964.35,12,19,677.34,0.2896
A-1553,รัตนา พลอยแก้ว,22,student,60000.00,60K+,Lampang,2022-10-04,f,,0,0,0.461296,13,0,987842478084,steady,109355.44,65253.44,15,13,627.22,0.1615
A-1554,ลัดดา ชูศรี,28,retired,25000.00,15-30K,Phuket,2025-09-26,f,,0,0,0.632931,32,0.0677,592705486851,steady,276338.21,165703.42,22,19,842.19,0.2581
A-1555,จิรายุ ไชยวงค์,50,lawyer,35000.00,30-60K,Khon Kaen,2020-02-11,f,,0,0,0.56914,13,0.1822,824633720833,steady,95356.31,90394.77,15,12,812.97,0.2286
A-1556,เกียรติศักดิ์ สุขสวัสดิ์,20,office_worker,25000.00,15-30K,Pathum Thani,2022-12-19,f,,0,0,0.776845,26,0.0087,721554505732,steady,1920594.91,66257.15,26,11,607.54,0.2835
A-1557,เบญจมาศ สุขสวัสดิ์,39,office_worker,80000.00,60K+,Surat Thani,2022-05-24,f,,0,0,0.733277,50,0.0242,635655159811,steady,1349981.48,140138.10,26,19,754.45,0.263
A-1558,พงศ์พัฒน์ แซ่ลิ้ม,46,lawyer,80000.00,60K+,Rayong,2023-07-15,f,,0,0,0.560444,15,0.0102,816043786243,steady,603399.37,116563.95,19,13,753.02,0.1967
A-1559,เบญจมาศ เทพพิทักษ์,36,merchant,80000.00,60K+,Samut Prakan,2021-10-18,f,,0,0,0.720975,19,0.0126,601295421442,steady,1029618.78,78711.30,22,11,699.95,0.2395
A-1560,วิชัย ประเสริฐศรี,61,retired,45000.00,30-60K,Chonburi,2023-09-28,f,,0,17179869188,0.350799,13,0.0285,1529008357377,steady,640659.70,119672.89,11,15,507.73,0.134
A-1561,มาลี วิไลวรรณ,60,accountant,100000.00,60K+,Songkhla,2022-02-28,f,,0,0,0.447791,28,0.2976,120259084292,steady,231139.41,164761.97,17,20,684.26,0.2422
A-1562,ศิริพร ศักดิ์สิทธิ์,23,lawyer,15000.00,15-30K,Chonburi,2021-03-12,f,,0,0,0.547941,20,0.0402,352187318277,steady,766684.57,101974.05,18,12,678.17,0.2195
A-1563,พีรพัฒน์ ไชยวงค์,34,merchant,25000.00,15-30K,Khon Kaen,2019-04-11,f,,0,0,0.527118,9,0.1449,515396075526,steady,117742.15,95448.46,16,10,650.06,0.2333
A-1564,อัครพล สิทธิชัย,49,retired,15000.00,15-30K,Bangkok,2022-10-24,f,,0,0,0.517503,17,0.0343,1005022347264,steady,791540.90,111166.57,18,13,743.63,0.2114
A-1565,กฤษณะ สมบูรณ์,24,lawyer,100000.00,60K+,Rayong,2021-02-22,f,,0,0,0.388779,37,0.0132,1477468749827,steady,1162219.89,105183.42,19,15,608.95,0.1672
A-1566,รัตนา อมรรัตน์,27,retired,35000.00,30-60K,Pathum Thani,2023-06-05,f,,0,0,0.696138,36,0.055,627065225219,steady,835903.86,120288.52,21,15,552.61,0.2451
A-1567,ธนพร สว่างวงศ์,49,retired,20000.00,15-30K,Phuket,2024-12-14,f,,0,0,0.622547,33,0.025,1443109011457,steady,1130538.68,140533.16,21,14,692.48,0.2424
A-1568,ณัฐธิดา สว่างวงศ์,30,student,15000.00,15-30K,Nonthaburi,2025-04-10,f,,0,0,0.712627,42,0.0301,1503238553604,steady,1229283.23,94380.89,27,16,594.49,0.2821
A-1569,ธีรภัทร ธนาคม,43,office_worker,35000.00,30-60K,Bangkok,2020-05-17,f,,0,0,0.733444,32,0.0166,506806140930,steady,854236.17,74031.62,21,11,587.94,0.2423
A-1570,สุรชัย อินทร์แก้ว,57,merchant,80000.00,60K+,Samut Prakan,2021-11-01,f,,0,0,0.507513,20,0.0259,85899345921,steady,494961.45,129417.51,16,15,728.9,0.1816
A-1571,ชัยวัฒน์ เทพพิทักษ์,43,merchant,35000.00,30-60K,Songkhla,2020-11-16,f,,0,0,0.778033,15,0.2907,1013612281856,steady,139520.43,108143.69,23,12,766.71,0.3229
A-1572,กัญญา ภูวนาท,42,student,25000.00,15-30K,Nakhon Ratchasima,2025-02-14,f,,0,0,0.686553,20,0.0381,1434519076868,steady,303732.84,96994.06,23,15,629.7,0.2623
A-1573,พรทิพย์ รัตนกุล,48,retired,35000.00,30-60K,Khon Kaen,2019-05-08,f,,0,0,0.569119,14,0.0057,17179869187,steady,569999.36,86175.55,17,13,800.27,0.1909
A-1574,ธนพร ชูศรี,65,accountant,45000.00,30-60K,Chonburi,2025-03-13,f,,0,17179869188,0.512832,12,0.1006,51539607553,steady,126716.58,83203.78,14,13,667.88,0.1936
A-1575,ชาญวิทย์ สิทธิชัย,66,accountant,45000.00,30-60K,Udon Thani,2025-04-30,f,,0,0,0.400593,9,0.0045,85899345922,steady,838399.20,90972.91,15,12,549.65,0.1498
A-1576,วันดี แซ่ลิ้ม,54,driver,100000.00,60K+,Pathum Thani,2019-02-12,f,,0,0,0.699961,33,0.0764,1649267441667,steady,565200.72,108191.33,23,16,696.48,0.257
A-1577,สุวรรณา พลอยแก้ว,59,driver,35000.00,30-60K,Rayong,2022-09-15,f,,0,0,0.512698,15,0.2019,188978561028,steady,92311.64,124055.72,15,16,738.41,0.2226
A-1578,ณัฐพล ธนาคม,53,student,100000.00,60K+,Phuket,2025-04-17,f,,0,0,0.521754,20,0.0617,1022202216451,steady,279490.82,126047.75,20,15,637.42,0.2059
A-1579,กัญญา ประเสริฐศรี,26,lawyer,20000.00,15-30K,Rayong,2019-08-08,f,,0,0,0.518515,41,0.0436,1580547964932,steady,913471.99,169063.31,16,24,488.75,0.2121
A-1580,รัฐพล แซ่ลิ้ม,26,accountant,35000.00,30-60K,Nonthaburi,2020-03-20,f,,0,0,0.533679,39,0.0457,1503238553605,steady,570043.04,143089.92,17,21,804.92,0.1984
A-1581,สราวุธ มงคลชัย,23,driver,35000.00,30-60K,Nonthaburi,2019-11-27,f,,0,17179869188,0.312995,15,0.2525,704374636549,steady,68636.79,156777.44,9,18,685.04,0.1766
A-1582,จุฑามาศ ไชยวงค์,49,student,15000.00,15-30K,Rayong,2023-02-27,f,,0,0,0.387865,7,0.0293,395136991236,steady,471234.94,116506.78,11,12,598.88,0.1605
A-1583,วิภาวดี มงคลชัย,59,nurse,15000.00,15-30K,Surat Thani,2019-11-25,f,,0,0,0.53031,23,0.0014,798863917059,steady,1378479.72,118326.43,18,16,712.56,0.2068
A-1584,ชัยวัฒน์ อมรรัตน์,66,engineer,80000.00,60K+,Chiang Rai,2021-03-27,f,,0,0,0.606061,39,0.0185,970662608899,steady,1144077.07,246352.56,22,28,829.03,0.2217
A-1585,สุกัญญา เจริญผล,67,merchant,60000.00,60K+,Chonburi,2024-04-02,f,,0,0,0.403704,14,0.0194,781684047875,steady,650767.32,92513.39,13,17,787.76,0.1488
A-1586,รัตนา ลิ้มประเสริฐ,52,driver,25000.00,15-30K,Lampang,2025-02-04,f,,0,0,0.569744,20,0.0255,1099511627779,steady,697328.73,124263.09,17,15,795.51,0.2171
A-1587,อัจฉรา พลอยแก้ว,43,chef,80000.00,60K+,Nakhon Ratchasima,2022-09-26,f,,0,0,0.414132,21,0.0177,618475290626,steady,1373773.42,87739.17,15,11,750.13,0.1579
A-1588,สุรชัย กิจเจริญ,43,accountant,100000.00,60K+,Chiang Rai,2023-07-25,f,,0,0,0.47619,23,0.0261,1331439861761,steady,903971.35,153094.39,15,18,629.26,0.1728
A-1589,พีรพัฒน์ ทองดี,39,office_worker,45000.00,30-60K,Samut Prakan,2021-08-06,f,,0,17179869188,0.741877,48,0.0131,644245094401,steady,858205.87,126269.41,28,20,732.38,0.2679
A-1590,กิตติพงศ์ แซ่ตั้ง,26,office_worker,100000.00,60K+,Lampang,2023-02-05,f,,0,0,0.400262,6,0.0832,1640677507075,steady,77512.03,72295.01,12,11,617.2,0.1594
A-1591,สราวุธ มงคลชัย,36,nurse,20000.00,15-30K,Pathum Thani,2025-07-04,f,,0,0,0.66948,18,0.0093,412316860418,steady,575875.48,91619.21,21,14,772.77,0.2451
A-1592,กมลวรรณ ชูศรี,70,accountant,25000.00,15-30K,Rayong,2024-08-01,f,,0,0,0.796075,27,0.1357,721554505733,steady,220507.38,151979.77,27,18,672.81,0.3224
A-1593,ปวีณา วัฒนา,22,retired,80000.00,60K+,Songkhla,2019-12-28,f,,0,0,0.611631,38,0.0065,214748364805,steady,406283.07,115800.16,22,19,684.57,0.2196
A-1594,ชาญวิทย์ แก้วมณี,27,engineer,15000.00,15-30K,Songkhla,2023-05-26,f,,0,0,0.378858,12,0.0556,446676598786,steady,138773.54,122628.96,12,14,770.66,0.1694
A-1595,สุทธิพงศ์ จงรักษ์,52,retired,35000.00,30-60K,Udon Thani,2020-10-29,f,,0,0,0.301759,11,0.0326,214748364806,steady,464837.35,94228.15,12,18,606.4,0.128
A-1596,วิชัย สว่างวงศ์,47,nurse,80000.00,60K+,Chiang Rai,2020-10-08,f,,0,0,0.532989,34,0.0005,17179869188,steady,1057665.54,120011.35,18,15,596.68,0.1892
A-1597,พงศ์พัฒน์ รัตนกุล,36,merchant,80000.00,60K+,Samut Prakan,2024-09-26,f,,0,0,0.739481,19,0.0494,472446402562,steady,530649.41,99233.29,20,11,725.59,0.2462
A-1598,ธนพร นาคสุข,55,engineer,100000.00,60K+,Chiang Rai,2023-07-18,f,,0,0,0.83272,21,0.08,1005022347265,steady,208774.64,79468.25,27,11,711.16,0.2947
A-1599,อัจฉรา วงศ์สกุล,24,nurse,80000.00,60K+,Chiang Mai,2022-09-26,f,,0,0,0.422274,20,0.0072,1305670057988,steady,2032323.57,145383.90,15,19,672.02,0.1568
A-1600,รัฐพล ทองดี,43,driver,35000.00,30-60K,Samut Prakan,2022-09-15,f,,0,0,0.53442,9,0.0159,1022202216452,steady,854063.10,97616.38,18,11,744.06,0.1887
A-1601,สราวุธ พิทักษ์,42,civil_servant,100000.00,60K+,Nakhon Ratchasima,2020-09-29,f,,0,0,0.465424,25,0.0143,1013612281857,steady,351402.72,71844.94,18,16,665.61,0.1775
A-1602,พิมพ์ชนก เทพพิทักษ์,68,retired,20000.00,15-30K,Lampang,2020-05-15,f,,0,17179869188,0.495915,11,0.4747,1073741824004,steady,96113.67,121604.25,14,17,621.13,0.3036
A-1603,สมชาย วัฒนา,20,driver,20000.00,15-30K,Nakhon Ratchasima,2022-07-13,f,,0,0,0.457287,26,0.0095,1640677507076,steady,1869985.11,88084.41,19,11,786.84,0.1979
A-1604,สุทธิพงศ์ สิทธิชัย,54,lawyer,45000.00,30-60K,Pathum Thani,2025-04-06,f,,0,0,0.635219,27,0.0311,455266533376,steady,953921.41,95894.04,22,14,514.96,0.2285
A-1605,ณัฐพล วิไลวรรณ,57,student,15000.00,15-30K,Samut Prakan,2021-12-22,f,,0,17179869188,0.497171,7,0.1689,867583393793,steady,130386.99,99886.60,13,12,686.49,0.2236
A-1606,กิตติพงศ์ แซ่ตั้ง,49,student,15000.00,15-30K,Rayong,2019-11-09,f,,0,0,0.470845,13,0,1503238553606,steady,1103779.57,32645.24,16,7,757.11,0.1865
A-1607,วันดี เจริญผล,38,student,80000.00,60K+,Lampang,2021-09-13,f,,0,0,0.624393,17,0.0269,962072674305,steady,848197.37,91962.62,20,11,623.99,0.2172
A-1608,ปิยะ นาคสุข,58,lawyer,20000.00,15-30K,Lampang,2021-03-14,f,,0,0,0.582873,40,0.0104,360777252867,steady,2307999.85,136607.73,20,17,581.94,0.2289
A-1609,สุทธิพงศ์ ชัยสิทธิ์,35,lawyer,45000.00,30-60K,Bangkok,2022-11-07,f,,0,0,0.735434,18,0.0031,987842478085,steady,1612563.30,134198.77,22,14,671.92,0.2399
A-1610,วันดี ศักดิ์สิทธิ์,42,student,45000.00,30-60K,Samut Prakan,2021-10-04,f,,0,17179869188,0.333867,7,0,1168231104514,steady,65448.45,76362.41,10,10,617.26,0.1193
A-1611,วีรยุทธ จงรักษ์,44,office_worker,45000.00,30-60K,Nonthaburi,2021-08-21,f,,0,0,0.540465,37,0,1554778161155,steady,1029338.34,76761.23,22,10,561.01,0.2036
A-1612,สมศักดิ์ คำแก้ว,66,chef,35000.00,30-60K,Khon Kaen,2023-10-16,f,,0,0,0.765615,22,0,68719476737,steady,909017.34,59891.36,24,8,747.46,0.2521
A-1613,สุวรรณา วิไลวรรณ,54,teacher,35000.00,30-60K,Rayong,2020-08-30,f,,0,17179869188,0.613306,27,0.0037,1571958030337,steady,2981221.53,75446.85,23,13,656.58,0.2204
A-1614,ชุติมา สิทธิชัย,64,retired,25000.00,15-30K,Nonthaburi,2023-12-07,f,,0,0,0.644532,14,0.2006,1486058684421,steady,178601.26,71524.03,21,11,696.55,0.2872
A-1615,วีรยุทธ สิทธิชัย,24,lawyer,20000.00,15-30K,Pathum Thani,2021-03-05,f,,0,0,0.675683,33,0.0148,1262720385030,steady,703229.01,128761.61,23,18,763.11,0.2567
A-1616,อรทัย ศักดิ์สิทธิ์,46,chef,45000.00,30-60K,Chonburi,2024-01-29,f,,0,0,0.471213,10,0,188978561029,steady,567857.88,84083.18,16,11,694.41,0.1661
A-1617,พัชรี พิทักษ์,28,teacher,15000.00,15-30K,Chiang Rai,2022-02-07,f,,0,17179869188,0.533782,26,0.0078,1236950581252,steady,1081977.64,89868.99,18,13,604.53,0.2097
A-1618,มาลี รัตนกุล,63,office_worker,60000.00,60K+,Surat Thani,2020-01-01,f,,0,0,0.489134,12,0.0087,223338299393,steady,810947.85,49508.88,14,10,917.14,0.1659
A-1619,ธนกฤต พิทักษ์,31,chef,100000.00,60K+,Bangkok,2024-06-03,f,,0,0,0.429096,5,0.0166,300647710722,steady,381680.07,68817.31,15,9,534.39,0.1578
A-1620,วิภาวดี ประเสริฐศรี,37,chef,35000.00,30-60K,Lampang,2021-05-20,f,,0,0,0.371609,26,0.0118,1013612281858,steady,843069.93,122351.37,13,17,642.39,0.1426
A-1621,อัครพล แก้วมณี,64,driver,100000.00,60K+,Chiang Rai,2021-11-16,f,,0,0,0.579319,28,0.0625,42949672963,steady,986558.81,170429.33,21,18,743.43,0.2222
A-1622,ปิยะ แก้วมณี,45,civil_servant,15000.00,15-30K,Lampang,2024-12-12,f,,0,17179869188,0.743779,44,0.0824,360777252868,steady,472081.52,122052.65,25,14,702.93,0.2955
A-1623,สุภาพร วิไลวรรณ,67,office_worker,80000.00,60K+,Khon Kaen,2024-11-24,f,,0,0,0.363988,24,0.0034,738734374918,steady,984508.37,114897.84,11,14,684.86,0.1324
A-1624,อภิสิทธิ์ พงษ์สวัสดิ์,39,nurse,100000.00,60K+,Pathum Thani,2020-12-22,f,,0,0,0.687477,13,0.043,171798691844,steady,139347.56,62578.54,19,11,651.99,0.23
A-1625,อัครพล อินทร์แก้ว,61,accountant,20000.00,15-30K,Lampang,2024-09-21,f,,0,0,0.369418,15,0.0191,627065225220,steady,800339.98,100020.54,11,15,754.27,0.1558
A-1626,นพดล วิไลวรรณ,46,driver,100000.00,60K+,Lampang,2019-05-23,f,,0,0,0.476907,22,0.0711,1382979469316,steady,562214.53,136084.55,16,16,732.44,0.1872
A-1627,พงศ์พัฒน์ แสงจันทร์,36,driver,25000.00,15-30K,Nonthaburi,2020-06-30,f,,0,0,0.646726,34,0.0934,1554778161156,steady,848810.31,150344.54,19,22,540.22,0.2583
A-1628,ปิยะดา แซ่ลิ้ม,53,retired,80000.00,60K+,Surat Thani,2024-11-05,f,,0,0,0.425717,13,0.1799,206158430209,steady,72225.35,162583.19,12,20,678.93,0.19
A-1629,พรรณี สิทธิชัย,69,teacher,60000.00,60K+,Chonburi,2025-06-14,f,,0,0,0.63606,31,0.0153,618475290627,steady,1110474.91,96602.85,22,15,664,0.2254
A-1630,สุทธิพงศ์ แสงจันทร์,69,retired,15000.00,15-30K,Khon Kaen,2023-10-25,f,,0,0,0.550091,20,0,704374636550,steady,359103.59,77169.04,21,7,840.51,0.2193
A-1631,วรพล ภูวนาท,28,engineer,15000.00,15-30K,Surat Thani,2021-12-12,f,,0,0,0.54669,15,0.0346,429496729602,steady,819240.04,72040.63,17,9,924.15,0.2138
